id,level,section,question_type,question,option_a,option_b,option_c,option_d,answer,explanation
Q0136,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この荷物をあそこに（　　）ください。",聞いて待って,置いて,聞いて,歩いて,B,置く = put down。
Q0137,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

夜、隣の人がうるさくて（　　）ませんでした。",眠れ,走れ,話せ,食べれ,A,眠れない = cannot sleep。
Q0138,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

駅から会社まで歩いて10分（　　）です。",だけしか,しか,までに,ぐらい,D,だいたいの時間は「ぐらい」。
Q0139,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

きょうの会議は3時から（　　）の予定です。",終わる,始まる,決まる,止まる,B,3時から始まる。
Q0140,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この薬を飲むと、すぐ（　　）なります。",元気に,元気,元気な,元気で,A,な形容詞 + に + なる。
Q0141,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

子どものころ、よく川で（　　）しました。",掃除,水泳,洗濯,運転,B,川で水泳。
Q0142,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

このボタンを押すと、電気が（　　）ます。",おり,いれ,けし,つき,D,電気がつく。
Q0143,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

台風で飛行機が（　　）になりました。",欠勤,欠点,欠席,欠航,D,飛行機は欠航。
Q0144,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼はいつも（　　）にあいさつします。",元気な,元気の,元気,元気だ,C,元気に = adverb。
Q0145,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この町の（　　）は約10万人です。",人数,人生,人口,人間,C,人口 = population。
Q0146,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

新しいアパートを（　　）ことにしました。",貸す,売る,借りる,返す,C,自分が住むなら借りる。
Q0147,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

電車の中では携帯電話を（　　）使わないでください。",きっと,できるだけ,必ず,ぜひ,B,できるだけ = as much as possible。
Q0148,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

きのうは（　　）寝たので、きょうは元気です。",もっと,きっと,ゆっくり,やっと,C,ゆっくり寝る = sleep well/slowly restfully。
Q0149,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この問題の（　　）がわかりません。",味噌,味,見方だけ,意味,D,意味 = meaning。
Q0150,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

会議の（　　）を忘れずに持ってきてください。",距離,料金,資料,温度,C,資料 = documents/materials。
Q0151,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

これはとても（　　）話ですから、よく聞いてください。",大切,大切な,大切に,大切なの,B,な形容詞 + 名詞。
Q0152,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

道が（　　）て、転んでしまいました。",楽しん,凍っ,悲し,喜ん,B,道が凍る。
Q0153,N4,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

父は会社の（　　）です。",社長,季節,授業,家族,A,社長 = company president。
Q0154,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

父は会社を経営しています。",父は会社の社長です。,父は会社でアルバイトをしています。,父は会社を探しています。,父は会社をやめました。,A,経営する ≈ 会社を運営する／社長である。
Q0155,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

この問題は簡単です。",この問題は難しいです。,この問題は大切です。,この問題はありません。,この問題は易しいです。,D,簡単 ≒ 易しい。
Q0156,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

彼はすぐに帰ってきました。",彼は家にいません。,彼は早く戻ってきました。,彼は遅く帰りました。,彼は帰りませんでした。,B,すぐに帰る ≒ 早く戻る。
Q0157,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

この店はいつも込んでいます。",この店は安いです。,この店はいつも閉めています。,この店はいつも空いています。,この店はいつも人が多いです。,D,込む = crowded。
Q0158,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

雨がやみました。",雨が降り始めました。,雨が止まりました。,雨になりそうです。,雨が強くなりました。,B,やむ = 止まる。
Q0159,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

私は日本語を習っています。",私は日本語を忘れました。,私は日本語を教えています。,私は日本語が嫌いです。,私は日本語を勉強しています。,D,習う ≒ 勉強する。
Q0160,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

この荷物は軽いです。",この荷物は重くないです。,この荷物は高いです。,この荷物は大きいです。,この荷物は古いです。,A,軽い = not heavy。
Q0161,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

彼は約束を守りました。",彼は約束を変えました。,彼は約束どおりにしました。,彼は約束を断りました。,彼は約束を忘れました。,B,約束を守る = do as promised。
Q0162,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

今日はとても疲れました。",今日はとても元気でした。,今日はとてもひまでした。,今日はとても暇でした。,今日はとてもくたびれました。,D,疲れる ≒ くたびれる。
Q0163,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

彼女は元気がありません。",彼女は若いです。,彼女の調子がよくないです。,彼女はとても元気です。,彼女は忙しいです。,B,元気がない ≒ 調子がよくない。
Q0164,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

この本は面白いです。",この本は難しいです。,この本はつまらないです。,この本は短いです。,この本はおもしろいです。,D,面白い = おもしろい。
Q0165,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

時間がありますか。",今、何時ですか。,今、どこですか。,今、ひまですか。,今、忙しいですか。,C,時間がある ≒ ひま。
Q0166,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

彼はまだ来ていません。",彼はもう帰りました。,彼はまだ到着していません。,彼は来ませんでした、もう。,彼はもう着きました。,B,来ていない = 到着していない。
Q0167,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

この料理は辛いです。",この料理は甘いです。,この料理はからいです。,この料理は熱いです。,この料理は冷たいです。,B,辛い = からい。
Q0168,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

私は彼に手紙を出しました。",私は手紙を捨てました。,私は彼から手紙をもらいました。,私は手紙を読みました。,私は彼に手紙を送りました。,D,出す ≒ 送る（手紙）。
Q0169,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

ここで写真を撮ってもいいですか。",ここで写真を買えますか。,ここで写真を撮ることは許可されていますか。,ここで写真を捨ててもいいですか。,ここで写真を見せてください。,B,〜てもいい = permission。
Q0170,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

電車が遅れています。",電車が止まっていません。,電車がなくなりました。,電車が予定より遅く来ています。,電車が速く来ています。,C,遅れる = later than schedule。
Q0171,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

彼は仕事をやめました。",彼は就職しました。,彼は残業しました。,彼は退職しました。,彼は出張しました。,C,仕事をやめる = 退職する。
Q0172,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

この道は危ないです。",この道は近いです。,この道は広いです。,この道は安全です。,この道は危険です。,D,危ない ≒ 危険。
Q0173,N4,vocabulary,paraphrase,"文の意味がだいたい同じになるものを選びなさい。

私は彼に会いました。",私は彼を呼びました。,私は彼と会いました。,私は彼を待ちませんでした。,私は彼を送りました。,B,"会う: に会う / と会う both OK, similar。"
Q0174,N4,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【届く】",宿題を届きました。,荷物が家に届きました。,彼は声を届きました。,電車が駅に届きました。,B,届く = something arrives (intransitive)。宿題を届ける would be transitive。
